Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Block of Adamantine
appliedenergistics2:facade:0, Cable Facade - Cold-Iron Ore
appliedenergistics2:facade:0, Cable Facade - Block of Cold-Iron
appliedenergistics2:facade:0, Cable Facade - Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Block of Platinum
appliedenergistics2:facade:0, Cable Facade - Star-Steel Ore
appliedenergistics2:facade:0, Cable Facade - Block of Star-Steel
appliedenergistics2:facade:0, Cable Facade - Block of Aquarium
appliedenergistics2:facade:0, Cable Facade - Block of Mithril
appliedenergistics2:facade:0, Cable Facade - Mercury Ore
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Osmium Block
appliedenergistics2:facade:0, Cable Facade - Bronze Block
appliedenergistics2:facade:0, Cable Facade - Refined Obsidian
appliedenergistics2:facade:0, Cable Facade - Charcoal Block
appliedenergistics2:facade:0, Cable Facade - Refined Glowstone
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Teleporter Frame
appliedenergistics2:facade:0, Cable Facade - Steel Casing
appliedenergistics2:facade:0, Cable Facade - Dynamic Tank
appliedenergistics2:facade:0, Cable Facade - Structural Glass
appliedenergistics2:facade:0, Cable Facade - Dynamic Valve
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Thermal Evaporation Controller
appliedenergistics2:facade:0, Cable Facade - Thermal Evaporation Valve
appliedenergistics2:facade:0, Cable Facade - Osmium Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Obsidian TNT
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §8Black Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Road
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Road
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Road
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Road
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Road
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Road
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Road
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Road
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Road
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Road
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Road
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Road
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Road
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Road
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Road
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Road
appliedenergistics2:facade:0, Cable Facade - Salt Block
appliedenergistics2:facade:0, Cable Facade - Pearl Block
appliedenergistics2:facade:0, Cable Facade - Pearl Brick
appliedenergistics2:facade:0, Cable Facade - Carved Pearl Block
appliedenergistics2:facade:0, Cable Facade - Chiseled Pearl Block
appliedenergistics2:facade:0, Cable Facade - TNT
appliedenergistics2:facade:0, Cable Facade - White Slime Block
appliedenergistics2:facade:0, Cable Facade - Orange Slime Block
appliedenergistics2:facade:0, Cable Facade - Magenta Slime Block
appliedenergistics2:facade:0, Cable Facade - Light Blue Slime Block
appliedenergistics2:facade:0, Cable Facade - Yellow Slime Block
appliedenergistics2:facade:0, Cable Facade - Lime Slime Block
appliedenergistics2:facade:0, Cable Facade - Pink Slime Block
appliedenergistics2:facade:0, Cable Facade - Gray Slime Block
appliedenergistics2:facade:0, Cable Facade - Light Gray Slime Block
appliedenergistics2:facade:0, Cable Facade - Cyan Slime Block
appliedenergistics2:facade:0, Cable Facade - Purple Slime Block
appliedenergistics2:facade:0, Cable Facade - Blue Slime Block
appliedenergistics2:facade:0, Cable Facade - Brown Slime Block
appliedenergistics2:facade:0, Cable Facade - Green Slime Block
appliedenergistics2:facade:0, Cable Facade - Red Slime Block
appliedenergistics2:facade:0, Cable Facade - Black Slime Block
appliedenergistics2:facade:0, Cable Facade - Wither Dust Block
appliedenergistics2:facade:0, Cable Facade - Wither Dust Bricks
appliedenergistics2:facade:0, Cable Facade - Carved Wither Dust Block
appliedenergistics2:facade:0, Cable Facade - Chiseled Wither Dust Block
appliedenergistics2:facade:0, Cable Facade - Corrupted Wither Dust Block
appliedenergistics2:facade:0, Cable Facade - Checkered Wither Dust Block
appliedenergistics2:facade:0, Cable Facade - Machine Frame
appliedenergistics2:facade:0, Cable Facade - Machine Base
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Destination Analyzer
appliedenergistics2:facade:0, Cable Facade - Matter Booster
appliedenergistics2:facade:0, Cable Facade - Space Chamber Corner Block
appliedenergistics2:facade:0, Cable Facade - Support Block
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Dense Glass
appliedenergistics2:facade:0, Cable Facade - Dense Obsidian
appliedenergistics2:facade:0, Cable Facade - Poisoned Dirt
appliedenergistics2:facade:0, Cable Facade - Resonating Machine Frame
appliedenergistics2:facade:0, Cable Facade - Resonating Plate Block
appliedenergistics2:facade:0, Cable Facade - Resonating Ore
appliedenergistics2:facade:0, Cable Facade - Resonating Ore
appliedenergistics2:facade:0, Cable Facade - Resonating Ore
appliedenergistics2:facade:0, Cable Facade - Radiation Sensor
appliedenergistics2:facade:0, Cable Facade - Yellorite Ore
appliedenergistics2:facade:0, Cable Facade - Anglesite Ore
appliedenergistics2:facade:0, Cable Facade - Benitoite Ore
appliedenergistics2:facade:0, Cable Facade - Yellorium Block
appliedenergistics2:facade:0, Cable Facade - Cyanite Block
appliedenergistics2:facade:0, Cable Facade - Graphite Block
appliedenergistics2:facade:0, Cable Facade - Blutonium Block
appliedenergistics2:facade:0, Cable Facade - Ludicrite Block
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Silver Block
appliedenergistics2:facade:0, Cable Facade - Sapphire Block
appliedenergistics2:facade:0, Cable Facade - Charred Dirt
appliedenergistics2:facade:0, Cable Facade - Charred Grass
appliedenergistics2:facade:0, Cable Facade - Charred Stone
appliedenergistics2:facade:0, Cable Facade - Charred Cobblestone
appliedenergistics2:facade:0, Cable Facade - Charred Gravel
appliedenergistics2:facade:0, Cable Facade - Ash
appliedenergistics2:facade:0, Cable Facade - Frozen Dirt
appliedenergistics2:facade:0, Cable Facade - Frozen Grass
appliedenergistics2:facade:0, Cable Facade - Frozen Stone
appliedenergistics2:facade:0, Cable Facade - Frozen Cobblestone
appliedenergistics2:facade:0, Cable Facade - Frozen Gravel
appliedenergistics2:facade:0, Cable Facade - Frozen Splinters
appliedenergistics2:facade:0, Cable Facade - Dragon Nest
appliedenergistics2:facade:0, Cable Facade - Block of Dragon Scales
appliedenergistics2:facade:0, Cable Facade - Block of Dragon Scales
appliedenergistics2:facade:0, Cable Facade - Block of Dragon Scales
appliedenergistics2:facade:0, Cable Facade - Block of Dragon Scales
appliedenergistics2:facade:0, Cable Facade - Block of Dragon Scales
appliedenergistics2:facade:0, Cable Facade - Block of Dragon Scales
appliedenergistics2:facade:0, Cable Facade - Block of Dragon Scales
appliedenergistics2:facade:0, Cable Facade - Block of Dragon Scales
appliedenergistics2:facade:0, Cable Facade - Block of Dragon Bones
appliedenergistics2:facade:0, Cable Facade - Desert Myrmex Resin
appliedenergistics2:facade:0, Cable Facade - Jungle Myrmex Resin
appliedenergistics2:facade:0, Cable Facade - Sticky Desert Myrmex Resin
appliedenergistics2:facade:0, Cable Facade - Sticky Jungle Myrmex Resin
appliedenergistics2:facade:0, Cable Facade - Hardened Desert Myrmex Resin
appliedenergistics2:facade:0, Cable Facade - Hardened Jungle Myrmex Resin
appliedenergistics2:facade:0, Cable Facade - Desert Myrmex Resin Glass
appliedenergistics2:facade:0, Cable Facade - Jungle Myrmex Resin Glass
appliedenergistics2:facade:0, Cable Facade - Block of Fire Dragonsteel
appliedenergistics2:facade:0, Cable Facade - Block of Ice Dragonsteel
appliedenergistics2:facade:0, Cable Facade - Dreadstone
appliedenergistics2:facade:0, Cable Facade - Dreadstone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Dreadstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Dreadstone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Dreadstone Bricks
appliedenergistics2:facade:0, Cable Facade - Dreadstone Tile
appliedenergistics2:facade:0, Cable Facade - Dreadstone Chiseled Skull
appliedenergistics2:facade:0, Cable Facade - Dreadstone Bricks Slab
appliedenergistics2:facade:0, Cable Facade - Dreadwood Log
appliedenergistics2:facade:0, Cable Facade - Dreadwood Planks
appliedenergistics2:facade:0, Cable Facade - Dreadwood Keyhole
appliedenergistics2:facade:0, Cable Facade - Block of Sea Serpent Scales
appliedenergistics2:facade:0, Cable Facade - Block of Sea Serpent Scales
appliedenergistics2:facade:0, Cable Facade - Block of Sea Serpent Scales
appliedenergistics2:facade:0, Cable Facade - Block of Sea Serpent Scales
appliedenergistics2:facade:0, Cable Facade - Block of Sea Serpent Scales
appliedenergistics2:facade:0, Cable Facade - Block of Sea Serpent Scales
appliedenergistics2:facade:0, Cable Facade - Block of Sea Serpent Scales
appliedenergistics2:facade:0, Cable Facade - Asphalt Concrete
appliedenergistics2:facade:0, Cable Facade - Logic Programmer
appliedenergistics2:facade:0, Cable Facade - Menril Wood
appliedenergistics2:facade:0, Cable Facade - Enriched Menril Wood
appliedenergistics2:facade:0, Cable Facade - Menril Leaves
appliedenergistics2:facade:0, Cable Facade - Menril Wood Planks
appliedenergistics2:facade:0, Cable Facade - Block of Crystalized Menril
appliedenergistics2:facade:0, Cable Facade - Crystalized Menril Brick
appliedenergistics2:facade:0, Cable Facade - Block of Crystalized Chorus
appliedenergistics2:facade:0, Cable Facade - Crystalized Chorus Brick
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Beryllium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Beryllium
appliedenergistics2:facade:0, Cable Facade - Boron Ore
appliedenergistics2:facade:0, Cable Facade - Block of Boron
appliedenergistics2:facade:0, Cable Facade - Chromium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Chromium
appliedenergistics2:facade:0, Cable Facade - Magnesium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Magnesium
appliedenergistics2:facade:0, Cable Facade - Manganese Ore
appliedenergistics2:facade:0, Cable Facade - Block of Manganese
appliedenergistics2:facade:0, Cable Facade - Osmium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Osmium
appliedenergistics2:facade:0, Cable Facade - Rutile Ore
appliedenergistics2:facade:0, Cable Facade - Block of Rutile
appliedenergistics2:facade:0, Cable Facade - Tantalum Ore
appliedenergistics2:facade:0, Cable Facade - Block of Tantalum
appliedenergistics2:facade:0, Cable Facade - Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Thorium
appliedenergistics2:facade:0, Cable Facade - Tungsten Ore
appliedenergistics2:facade:0, Cable Facade - Block of Tungsten
appliedenergistics2:facade:0, Cable Facade - Zirconium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Zirconium
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum Brass
appliedenergistics2:facade:0, Cable Facade - Block of Galvanized Steel
appliedenergistics2:facade:0, Cable Facade - Block of Nichrome
appliedenergistics2:facade:0, Cable Facade - Block of Stainless Steel
appliedenergistics2:facade:0, Cable Facade - Cadmium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Cadmium
appliedenergistics2:facade:0, Cable Facade - Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Iridium
appliedenergistics2:facade:0, Cable Facade - Plutonium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Plutonium
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Titanium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Titanium
appliedenergistics2:facade:0, Cable Facade - Dimensional Blank Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Cross 2 Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Cross Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Pattern 1 Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Pattern 2 Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Small Blocks
appliedenergistics2:facade:0, Cable Facade - Activity Probe
appliedenergistics2:facade:0, Cable Facade - levarG
appliedenergistics2:facade:0, Cable Facade - dnaS
appliedenergistics2:facade:0, Cable Facade - Oak Trim
appliedenergistics2:facade:0, Cable Facade - Spruce Trim
appliedenergistics2:facade:0, Cable Facade - Birch Trim
appliedenergistics2:facade:0, Cable Facade - Jungle Trim
appliedenergistics2:facade:0, Cable Facade - Acacia Trim
appliedenergistics2:facade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:facade:0, Cable Facade - Restonia Crystal Block
appliedenergistics2:facade:0, Cable Facade - Palis Crystal Block
appliedenergistics2:facade:0, Cable Facade - Diamatine Crystal Block
appliedenergistics2:facade:0, Cable Facade - Void Crystal Block
appliedenergistics2:facade:0, Cable Facade - Emeradic Crystal Block
appliedenergistics2:facade:0, Cable Facade - Enori Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Restonia Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Palis Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Diamatine Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Void Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Emeradic Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Enori Crystal Block
appliedenergistics2:facade:0, Cable Facade - Ethetic Green Block
appliedenergistics2:facade:0, Cable Facade - Ethetic Quartz
appliedenergistics2:facade:0, Cable Facade - White Lamp
appliedenergistics2:facade:0, Cable Facade - Orange Lamp
appliedenergistics2:facade:0, Cable Facade - Magenta Lamp
appliedenergistics2:facade:0, Cable Facade - Light Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Yellow Lamp
appliedenergistics2:facade:0, Cable Facade - Lime Lamp
appliedenergistics2:facade:0, Cable Facade - Pink Lamp
appliedenergistics2:facade:0, Cable Facade - Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Light Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Cyan Lamp
appliedenergistics2:facade:0, Cable Facade - Purple Lamp
appliedenergistics2:facade:0, Cable Facade - Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Brown Lamp
appliedenergistics2:facade:0, Cable Facade - Green Lamp
appliedenergistics2:facade:0, Cable Facade - Red Lamp
appliedenergistics2:facade:0, Cable Facade - Black Lamp
appliedenergistics2:facade:0, Cable Facade - White Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Orange Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Magenta Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Light Blue Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Yellow Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Lime Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Pink Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Gray Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Light Gray Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Cyan Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Purple Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Blue Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Brown Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Green Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Red Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Black Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Lamp Controller
appliedenergistics2:facade:0, Cable Facade - Treasure Chest
appliedenergistics2:facade:0, Cable Facade - Pillar of Black Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Block of Black Quartz
appliedenergistics2:facade:0, Cable Facade - Block of Black Quartz
appliedenergistics2:facade:0, Cable Facade - Black Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Wood Casing
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Block of Enderpearl
appliedenergistics2:facade:0, Cable Facade - Casing
appliedenergistics2:facade:0, Cable Facade - Ender Casing
appliedenergistics2:facade:0, Cable Facade - Iron Casing
appliedenergistics2:facade:0, Cable Facade - Aether Grass
appliedenergistics2:facade:0, Cable Facade - Enchanted Aether Grass
appliedenergistics2:facade:0, Cable Facade - Aether Dirt
appliedenergistics2:facade:0, Cable Facade - Holystone
appliedenergistics2:facade:0, Cable Facade - Mossy Holystone
appliedenergistics2:facade:0, Cable Facade - Holystone Brick
appliedenergistics2:facade:0, Cable Facade - Quicksoil
appliedenergistics2:facade:0, Cable Facade - Icestone
appliedenergistics2:facade:0, Cable Facade - Ambrosium Ore
appliedenergistics2:facade:0, Cable Facade - Zanite Ore
appliedenergistics2:facade:0, Cable Facade - Gravitite Ore
appliedenergistics2:facade:0, Cable Facade - Skyroot Leaves
appliedenergistics2:facade:0, Cable Facade - Golden Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Skyroot Log
appliedenergistics2:facade:0, Cable Facade - Golden Oak Log
appliedenergistics2:facade:0, Cable Facade - Skyroot Plank
appliedenergistics2:facade:0, Cable Facade - Aerogel
appliedenergistics2:facade:0, Cable Facade - Enchanted Gravitite
appliedenergistics2:facade:0, Cable Facade - Zanite Block
appliedenergistics2:facade:0, Cable Facade - Carved Stone
appliedenergistics2:facade:0, Cable Facade - Sentry Stone
appliedenergistics2:facade:0, Cable Facade - Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Light Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Light Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Carved Stone
appliedenergistics2:facade:0, Cable Facade - Sentry Stone
appliedenergistics2:facade:0, Cable Facade - Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Light Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Light Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Carved Stone
appliedenergistics2:facade:0, Cable Facade - Sentry Stone
appliedenergistics2:facade:0, Cable Facade - Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Light Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Light Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Crystal Leaves
appliedenergistics2:facade:0, Cable Facade - Crystal Fruit Leaves
appliedenergistics2:facade:0, Cable Facade - Holiday Leaves
appliedenergistics2:facade:0, Cable Facade - Decorated Holiday Leaves
appliedenergistics2:facade:0, Cable Facade - Present
appliedenergistics2:facade:0, Cable Facade - Pillar
appliedenergistics2:facade:0, Cable Facade - Pillar Top
appliedenergistics2:facade:0, Cable Facade - Skyroot Double Slab
appliedenergistics2:facade:0, Cable Facade - Carved Double Slab
appliedenergistics2:facade:0, Cable Facade - Angelic Double Slab
appliedenergistics2:facade:0, Cable Facade - Hellfire Double Slab
appliedenergistics2:facade:0, Cable Facade - Holystone Double Slab
appliedenergistics2:facade:0, Cable Facade - Mossy Holystone Double Slab
appliedenergistics2:facade:0, Cable Facade - Holystone Brick Double Slab
appliedenergistics2:facade:0, Cable Facade - Sun Altar
appliedenergistics2:facade:0, Cable Facade - Skyroot Bookshelf
appliedenergistics2:facade:0, Cable Facade - Portal Frame
appliedenergistics2:facade:0, Cable Facade - Sticky Ore
appliedenergistics2:facade:0, Cable Facade - Clay Ore
appliedenergistics2:facade:0, Cable Facade - Ashenstone Brick
appliedenergistics2:facade:0, Cable Facade - Ashenstone
appliedenergistics2:facade:0, Cable Facade - Streamstone Pillar
appliedenergistics2:facade:0, Cable Facade - Frostweb
appliedenergistics2:facade:0, Cable Facade - Lushstone Pillar
appliedenergistics2:facade:0, Cable Facade - Double Streamstone Slab
appliedenergistics2:facade:0, Cable Facade - Demon Crystal
appliedenergistics2:facade:0, Cable Facade - Shadow Crystal
appliedenergistics2:facade:0, Cable Facade - Quickweb
appliedenergistics2:facade:0, Cable Facade - Ashenstone Tile
appliedenergistics2:facade:0, Cable Facade - Doomfire
appliedenergistics2:facade:0, Cable Facade - Poop Cloud
appliedenergistics2:facade:0, Cable Facade - Polished Desertstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Demonstone
appliedenergistics2:facade:0, Cable Facade - Double Aberrantstone Slab
appliedenergistics2:facade:0, Cable Facade - Desertstone Tile
appliedenergistics2:facade:0, Cable Facade - Polished Lushstone
appliedenergistics2:facade:0, Cable Facade - Double Desertstone Slab
appliedenergistics2:facade:0, Cable Facade - Chiseled Desertstone
appliedenergistics2:facade:0, Cable Facade - Aberrantstone
appliedenergistics2:facade:0, Cable Facade - Polished Streamstone
appliedenergistics2:facade:0, Cable Facade - Hellfire
appliedenergistics2:facade:0, Cable Facade - Primefire
appliedenergistics2:facade:0, Cable Facade - Double Shadowstone Slab
appliedenergistics2:facade:0, Cable Facade - Chiseled Shadowstone
appliedenergistics2:facade:0, Cable Facade - Icefire
appliedenergistics2:facade:0, Cable Facade - Poison Cloud
appliedenergistics2:facade:0, Cable Facade - Double Ashenstone Slab
appliedenergistics2:facade:0, Cable Facade - Shadowfire
appliedenergistics2:facade:0, Cable Facade - Shadowstone Tile
appliedenergistics2:facade:0, Cable Facade - Aberrantstone Pillar
appliedenergistics2:facade:0, Cable Facade - Lush Crystal
appliedenergistics2:facade:0, Cable Facade - Desert Crystal
appliedenergistics2:facade:0, Cable Facade - Chiseled Ashenstone
appliedenergistics2:facade:0, Cable Facade - Aberrant Crystal
appliedenergistics2:facade:0, Cable Facade - Propolis
appliedenergistics2:facade:0, Cable Facade - Scorchfire
appliedenergistics2:facade:0, Cable Facade - Demonstone Pillar
appliedenergistics2:facade:0, Cable Facade - Chiseled Lushstone
appliedenergistics2:facade:0, Cable Facade - Ashenstone Pillar
appliedenergistics2:facade:0, Cable Facade - Aberrant Soulcube
appliedenergistics2:facade:0, Cable Facade - Demonic Soulcube
appliedenergistics2:facade:0, Cable Facade - Aberrantstone Brick
appliedenergistics2:facade:0, Cable Facade - Polished Aberrantstone
